Star,RAJ20155,Dec20155,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP102766,312.3164222222222,32.28290347222222,2015.5,8.25,K2     ,23.6,-0.16,-0.27,HIP102766
HIP102805,312.4078368055555,12.545673611111111,2015.5,6.01,F5V    ,29.5,0.05,0.1,HIP102805
HIP102843,312.52122499999996,44.06004236111111,2015.5,5.06,A4me...,42.2,0.12,0.13,HIP102843
HIP102851,312.54430138888887,29.38348472222222,2015.5,8.32,K5V    ,20.6,0.02,-0.06,HIP102851
HIP102870,312.6398701388888,52.90240833333333,2015.5,9.69,K5     ,22.4,0.29,0.44,HIP102870
HIP103039,313.13541180555546,-16.974520138888884,2015.5,11.4,---    ,5.48,-0.31,0.03,HIP103039
HIP103096,313.3325,62.148979861111115,2015.5,8.55,M2V    ,7.04,0.0,-0.77,HIP103096
HIP103256,313.7824548611111,13.179159027777777,2015.5,8.82,K3V    ,22.7,0.55,0.37,HIP103256
HIP103388,314.19403194444436,10.440856250000001,2015.5,11.3,M4     ,14.7,-0.02,-1.11,HIP103388
HIP103389,314.1977569444444,-26.29658263888889,2015.5,5.7,F7V    ,21.0,0.1,-0.07,HIP103389
HIP103441,314.3610201388889,22.36108541666667,2015.5,11.9,M3     ,13.6,0.77,-0.21,HIP103441
HIP103458,314.41358055555554,-44.13576805555556,2015.5,6.52,G0V    ,21.6,-0.52,-0.98,HIP103458
HIP103650,315.0151770833333,70.66827430555556,2015.5,9.32,K2     ,25.7,0.15,-0.05,HIP103650
HIP103673,315.0889770833333,-51.26440208333333,2015.5,5.76,F5IV-V ,28.5,-0.09,0.13,HIP103673
HIP103768,315.4145333333333,-32.52525277777777,2015.5,9.37,K5V    ,20.4,0.24,-0.12,HIP103768
HIP103800,315.49261736111106,-6.321642361111111,2015.5,11.2,M3     ,13.8,-0.23,-0.45,HIP103800
HIP103859,315.6726944444444,45.885665277777775,2015.5,7.69,K2     ,19.3,0.4,0.14,HIP103859
HIP103910,315.8054916666666,-56.96097569444445,2015.5,12.8,M4     ,14.1,-0.36,0.35,HIP103910
HIP104019,316.1009805555555,-19.85513472222222,2015.5,4.82,A5V    ,48.4,-0.04,-0.02,HIP104019
HIP104092,316.3326222222222,7.065394444444444,2015.5,8.27,K5     ,14.8,0.08,-0.56,HIP104092
HIP104139,316.48720555555553,-17.233181944444443,2015.5,4.08,A1V    ,48.5,0.08,-0.06,HIP104139
GJ820A,316.75260555555553,38.77112638888889,2015.5,5.2,K5.0V  ,3.49,4.16,3.26,GJ820A
GJ820B,316.7581020833333,38.762818055555556,2015.5,6.03,K7.0V  ,3.49,4.11,3.14,GJ820B
HIP104239,316.7958930555555,-13.923114583333332,2015.5,7.12,K1V    ,17.6,0.38,-0.05,HIP104239
HIP104383,317.1890444444444,-4.42686875,2015.5,9.45,M1     ,26.3,-0.08,-0.03,HIP104383
HIP104436,317.3380013888888,-82.02755902777778,2015.5,6.98,G3V    ,24.2,0.26,-0.05,HIP104436
HIP104440,317.3464319444444,-73.17473125000001,2015.5,5.67,G3IV   ,18.7,0.46,-0.29,HIP104440
HIP104521,317.58575347222217,10.130378472222223,2015.5,4.7,F0p    ,35.2,0.05,-0.15,HIP104521
HIP104644,317.9581486111111,-43.61825902777778,2015.5,11.9,M1:    ,14.3,0.22,-0.69,HIP104644
HIP104887,318.6992638888889,38.048039583333335,2015.5,3.74,F1IV   ,20.9,0.2,0.41,HIP104887
HIP105038,319.1364270833333,9.392802777777778,2015.5,7.88,K2     ,16.1,0.15,-0.12,HIP105038
GJ825,319.29179027777775,-38.87496875,2015.5,6.67,K9.0V  ,3.94,-3.26,-1.15,GJ825
HIP105152,319.5156659722222,0.16010902777777777,2015.5,8.15,K2     ,19.2,0.47,-0.19,HIP105152
HIP105184,319.61536666666666,-43.33430972222222,2015.5,6.75,G5V    ,23.7,0.24,0.02,HIP105184
HIP105199,319.6460104166666,62.585892361111114,2015.5,2.45,A7IV-V ,14.9,0.15,0.05,HIP105199
HIP105312,319.93609305555555,-26.355202777777777,2015.5,6.56,G5V    ,18.7,-0.58,-0.36,HIP105312
HIP105319,319.9674076388888,-53.44963819444444,2015.5,4.39,A5V    ,29.7,0.11,-0.07,HIP105319
HIP105341,320.05635486111106,-19.857072222222225,2015.5,9.09,K5V    ,16.3,-0.17,-0.72,HIP105341
HIP105406,320.2556986111111,40.34358541666666,2015.5,6.39,F8V    ,26.5,-0.02,-0.21,HIP105406
HIP105668,321.04852291666657,-12.877988194444445,2015.5,5.48,F0V    ,48.0,0.09,0.01,HIP105668
HIP105675,321.0622430555555,-58.69235694444444,2015.5,8.68,K3V    ,25.3,-0.1,-0.02,HIP105675
HIP105712,321.1701097222222,-68.22663263888889,2015.5,6.98,G5V    ,20.4,0.14,0.17,HIP105712
HIP105769,321.3329465277778,46.714503472222226,2015.5,5.59,F0V    ,34.3,0.19,0.05,HIP105769
HIP105858,321.61137222222226,-65.36072222222222,2015.5,4.21,F6V    ,9.21,0.08,0.8,HIP105858
HIP105860,321.6117888888889,19.375690277777778,2015.5,6.08,A8m    ,46.0,0.08,0.02,HIP105860
HIP105905,321.7481958333333,-56.12405694444445,2015.5,8.65,K3V    ,23.1,0.66,0.14,HIP105905
HIP105911,321.7571680555555,-44.80712083333333,2015.5,7.49,K0V    ,23.5,0.26,0.18,HIP105911
HIP105932,321.8205513888888,-6.846861111111111,2015.5,11.0,M0     ,16.2,0.02,-0.4,HIP105932
HIP105932,321.8205513888888,-6.846861111111111,2015.5,11.0,M0     ,16.2,0.02,-0.4,HIP105932
HIP106106,322.4101368055555,17.64561527777778,2015.5,10.3,M4     ,6.74,1.01,0.38,HIP106106
HIP106147,322.5185374999999,-12.51175138888889,2015.5,9.11,K4/K5V ,18.0,1.02,-0.26,HIP106147
HIP106231,322.7579590277777,23.33433472222222,2015.5,9.23,K8     ,25.0,0.13,-0.14,HIP106231
HIP106400,323.25707569444444,62.00350208333333,2015.5,9.34,K      ,23.1,0.37,0.19,HIP106400
GJ832,323.3913298611111,-49.01413472222222,2015.5,8.66,M1.5V  ,4.94,-0.05,-0.82,GJ832
HIP106481,323.4948652777777,45.59106041666667,2015.5,3.98,G8III  ,38.1,-0.02,-0.09,HIP106481
HIP106559,323.7127145833333,-20.08389722222222,2015.5,5.7,F5V    ,27.1,-0.03,0.04,HIP106559
HIP106696,324.1744958333333,-50.846625,2015.5,7.14,K2V    ,14.7,0.42,-0.2,HIP106696
HIP106811,324.50483263888884,27.723072222222218,2015.5,9.83,---    ,13.1,0.47,-0.08,HIP106811
HIP106897,324.7558083333333,20.26527777777778,2015.5,5.77,F2V    ,39.1,0.12,0.0,HIP106897
HIP107022,325.1232236111111,-74.07275208333333,2015.5,7.07,G8V    ,22.1,-0.14,0.21,HIP107022
HIP107089,325.3695708333333,-77.39161666666666,2015.5,3.73,K0III  ,21.1,0.06,-0.24,HIP107089
HIP107143,325.54411666666664,-41.126675694444444,2015.5,8.82,K5V    ,23.5,0.24,-0.29,HIP107143
HIP107346,326.1245958333333,41.59749166666666,2015.5,9.65,K0     ,20.2,-0.06,0.04,HIP107346
HIP107350,326.1319659722222,14.771203472222224,2015.5,5.96,G0V    ,18.3,0.23,-0.11,HIP107350
HIP107522,326.64977291666656,-57.709463194444446,2015.5,8.77,K7V    ,19.0,0.09,-0.91,HIP107522
HIP107556,326.76175138888885,-16.129243055555555,2015.5,2.85,A5mF2  ,11.8,0.26,-0.3,HIP107556
HIP107625,327.0007409722222,-40.25819097222222,2015.5,8.62,K3V    ,23.7,0.11,-0.35,HIP107625
HIP107649,327.0669784722222,-47.305286805555546,2015.5,5.57,G2V    ,15.6,0.17,-0.29,HIP107649
HIP107705,327.27618749999993,-72.10417569444444,2015.5,9.53,M2Ve   ,16.1,0.3,-0.29,HIP107705
HIP107711,327.30598263888885,-41.56205486111111,2015.5,11.5,M6     ,13.4,0.95,-0.47,HIP107711
HIP107772,327.49754999999993,-41.24345069444444,2015.5,10.5,M0     ,22.4,-0.24,0.23,HIP107772
HIP107788,327.5368562499999,17.28556388888889,2015.5,5.34,F2III-I,33.4,0.09,-0.04,HIP107788
HIP107975,328.12417916666664,28.79292916666667,2015.5,5.52,F6IVwva,27.6,-0.06,-0.06,HIP107975
HIP108028,328.27243263888886,20.929604166666667,2015.5,8.18,K0     ,23.9,-0.01,-0.1,HIP108028
HIP108036,328.32625486111107,-13.551599305555557,2015.5,5.08,F3IV   ,27.6,0.31,0.01,HIP108036
HIP108092,328.49839305555554,41.776463888888884,2015.5,10.3,M2     ,23.2,0.38,-0.36,HIP108092
HIP108156,328.68891458333326,32.32678402777778,2015.5,7.73,K0     ,20.3,0.21,-0.23,HIP108156
HIP108159,328.68666180555545,-46.99499236111111,2015.5,11.9,M3     ,15.1,-0.31,-0.37,HIP108159
HIP108162,328.7152319444444,-77.33905763888889,2015.5,8.23,K3IV   ,26.3,0.22,-0.19,HIP108162
HIP108162,328.7152319444444,-77.33905763888889,2015.5,8.23,K3IV   ,26.3,0.22,-0.19,HIP108162
HIP108506,329.72916666666663,-4.374739583333333,2015.5,6.24,K2V    ,36.0,0.0,-0.25,HIP108506
HIP108567,329.8836826388889,-60.93338402777777,2015.5,9.53,K7     ,23.2,-0.01,-0.09,HIP108567
HIP108569,329.9005784722222,-59.753653472222226,2015.5,9.74,M2     ,11.8,0.89,-0.13,HIP108569
HIP108752,330.4567937499999,16.468232638888885,2015.5,10.6,M2     ,16.4,0.39,0.15,HIP108752
HIP108782,330.53981805555554,1.3981138888888889,2015.5,9.17,M0     ,10.3,-0.46,-0.28,HIP108782
GJ845A,330.8670916666666,-56.80294305555555,2015.5,4.68,K4.0V  ,3.62,3.96,-2.54,GJ845A
HIP108917,330.94933124999994,64.62838402777777,2015.5,4.26,Am     ,31.1,0.21,0.09,HIP108917
HIP109176,331.7549375,25.345202083333334,2015.5,3.77,F5V    ,11.7,0.3,0.03,HIP109176
HIP109268,332.05920902777774,-46.96184375,2015.5,1.73,B7IV   ,31.0,0.13,-0.15,HIP109268
HIP109285,332.0963722222222,-32.98853541666667,2015.5,4.5,A2V    ,39.9,0.08,-0.03,HIP109285
HIP109378,332.3751895833332,-7.551642361111111,2015.5,6.54,G0     ,21.2,0.09,-0.45,HIP109378
HIP109388,332.42552847222214,-4.640690277777778,2015.5,10.4,M3     ,8.77,1.13,-0.02,HIP109388
HIP109422,332.5395631944444,-32.54826597222222,2015.5,4.94,F6V    ,18.7,0.43,0.01,HIP109422
HIP109427,332.5518861111111,6.1979798611111105,2015.5,3.52,A2V    ,29.6,0.28,0.03,HIP109427
HIP109474,332.6612625,70.13263472222222,2015.5,5.52,F2V    ,32.6,-0.06,0.02,HIP109474
HIP109527,332.7997854166666,36.25442708333333,2015.5,7.23,K0     ,22.4,0.03,-0.25,HIP109527
HIP109555,332.8776395833333,18.427323611111113,2015.5,10.2,M2     ,11.4,0.33,0.18,HIP109555
HIP109638,333.1503916666666,8.548609722222222,2015.5,11.9,M3     ,13.8,0.12,-0.66,HIP109638
HIP109822,333.6590993055555,-15.820758333333334,2015.5,6.55,K0/K1V ,38.1,-0.01,-0.36,HIP109822
HIP109821,333.6650895833333,-41.38698819444445,2015.5,6.23,G5V    ,22.1,0.57,-0.79,HIP109821
HIP109857,333.7624,57.043670138888885,2015.5,4.18,F0IV   ,25.7,0.48,0.05,HIP109857
HIP109926,333.9768312499999,54.67324930555555,2015.5,7.5,K1V    ,21.4,0.21,0.07,HIP109926
HIP109980,334.13505972222214,68.33965486111111,2015.5,9.23,K5     ,23.9,0.38,-0.01,HIP109980
HIP110066,334.4155138888889,-48.65101875,2015.5,8.4,K3V    ,25.3,0.2,-0.11,HIP110066
HIP110078,334.4605638888889,-77.51132152777778,2015.5,5.49,F3III  ,38.4,-0.04,0.01,HIP110078
HIP110109,334.56796388888887,-53.63118819444445,2015.5,5.36,G1V    ,13.6,0.44,-0.63,HIP110109
HIP110341,335.2327694444444,8.18680138888889,2015.5,6.18,F6V    ,31.7,0.04,0.02,HIP110341
HIP110395,335.4150423611111,-1.387154861111111,2015.5,3.86,A0V    ,48.3,0.13,0.01,HIP110395
HIP110443,335.56622013888887,-54.559006249999996,2015.5,8.98,K7V    ,13.3,-0.19,0.23,HIP110443
HIP110506,335.78488263888886,-45.9287375,2015.5,5.62,F3III-I,40.6,0.23,-0.06,HIP110506
HIP110526,335.8729340277777,32.45775208333333,2015.5,10.7,M0...  ,16.0,0.25,-0.21,HIP110526
HIP110640,336.1884381944444,22.550639583333336,2015.5,8.83,M0     ,21.3,-0.17,-0.07,HIP110640
HIP110712,336.4637375,-75.01548819444444,2015.5,6.12,G3IV   ,23.0,0.06,0.01,HIP110712
HIP110750,336.55786666666665,-19.188535416666667,2015.5,9.25,K3/K4V ,26.7,0.24,-0.03,HIP110750
HIP110774,336.6375972222222,63.880581250000006,2015.5,9.52,K7     ,25.0,0.2,0.21,HIP110774
HIP110778,336.64433124999994,-16.741944444444446,2015.5,5.55,G3V    ,20.0,0.21,0.0,HIP110778
GJ860B,336.9924729166666,57.69266736111111,2015.5,11.4,M4.0V  ,4.03,-0.87,-0.47,GJ860B
GJ860A,336.99580624999993,57.69377847222222,2015.5,9.79,M3.0V  ,4.03,-0.87,-0.47,GJ860A
HIP110935,337.1580937499999,-67.48936041666667,2015.5,5.56,A3V    ,43.5,0.15,-0.07,HIP110935
HIP110951,337.19239513888886,18.930790972222223,2015.5,10.7,---    ,22.5,0.17,-0.13,HIP110951
HIP110996,337.3148152777777,-30.023789583333333,2015.5,7.65,K4V    ,15.4,0.22,-0.81,HIP110996
HIP111169,337.8238597222222,50.282356944444444,2015.5,3.76,A1V    ,31.3,0.14,0.02,HIP111169
HIP111170,337.8273277777777,-6.555740972222222,2015.5,6.15,F7V    ,25.5,0.16,-0.11,HIP111170
HIP111188,337.8766541666666,-32.34596805555556,2015.5,4.29,A1V    ,45.4,0.06,-0.02,HIP111188
HIP111313,338.2628041666667,9.378720833333334,2015.5,10.3,M0V:   ,12.8,0.54,0.14,HIP111313
HIP111449,338.6748152777777,-20.70906597222222,2015.5,5.21,F7V    ,22.7,0.22,-0.15,HIP111449
HIP111685,339.37471805555555,39.37854305555556,2015.5,9.41,M2     ,18.8,0.02,-0.34,HIP111685
HIP111766,339.6297576388888,-65.37941111111111,2015.5,11.5,---    ,14.8,0.83,-0.16,HIP111766
GJ866,339.6550638888889,-15.286855555555556,2015.5,13.0,M5.0V  ,3.45,2.36,2.24,GJ866
HIP111802,339.69303125,-20.621650000000002,2015.5,9.06,M0Vpe  ,8.64,0.45,-0.08,HIP111802
HIP111888,339.9628791666666,4.116852083333333,2015.5,8.48,K2     ,22.6,0.18,0.11,HIP111888
HIP111960,340.1833930555555,-29.674579166666668,2015.5,7.83,K4/K5V ,13.5,0.38,-0.02,HIP111960
HIP111978,340.2322902777778,-31.98986527777778,2015.5,7.41,G8/K0V ,26.7,0.34,0.02,HIP111978
HIP111983,340.2452569444444,-46.20207916666667,2015.5,9.14,K5V    ,22.9,0.1,-0.02,HIP111983
HIP112117,340.65381736111107,-47.212778472222226,2015.5,5.99,G0     ,23.5,0.01,-0.33,HIP112117
HIP112190,340.8377395833333,-6.4025090277777785,2015.5,8.11,K0     ,21.5,-0.15,-0.29,HIP112190
HIP112245,341.0245034722222,64.56853472222222,2015.5,7.5,G8V    ,25.1,0.05,-0.3,HIP112245
GJ873,341.7023680555555,44.33079027777778,2015.5,10.2,M3.5V  ,5.04,-0.7,-0.46,GJ873
HIP112496,341.80835069444447,18.385050694444445,2015.5,9.02,G0     ,26.6,0.25,0.09,HIP112496
HIP112527,341.88190625000004,83.6977527777778,2015.5,7.53,K2     ,19.9,-0.15,0.12,HIP112527
HIP112623,342.13949097222223,-51.317138194444446,2015.5,3.49,A3V    ,39.7,0.11,-0.07,HIP112623
HIP112724,342.41952847222217,66.19946944444445,2015.5,3.5,K0III  ,35.3,-0.07,-0.12,HIP112724
HIP112748,342.50177638888886,24.601119444444446,2015.5,3.51,M2III  ,35.7,0.14,-0.04,HIP112748
HIP112774,342.58015972222216,-7.089326388888889,2015.5,9.86,K5     ,13.9,-0.1,0.1,HIP112774
HIP112870,342.8626944444444,13.971069444444444,2015.5,8.29,K0     ,21.0,0.4,0.2,HIP112870
HIP112909,342.9764868055555,31.75382986111111,2015.5,11.6,M3.5Ve ,14.2,0.53,-0.05,HIP112909
HIP112915,343.0014770833333,57.715184722222226,2015.5,8.01,K5III  ,24.2,-0.09,-0.22,HIP112915
HIP112918,343.0112923611111,23.41204513888889,2015.5,9.79,K8     ,27.1,0.13,-0.15,HIP112918
HIP112935,343.10391944444444,9.835825000000002,2015.5,5.16,F7IV   ,26.8,0.52,0.04,HIP112935
GJ876,343.3260499999999,-14.26791388888889,2015.5,10.1,M3.5V  ,4.66,0.96,-0.68,GJ876
HIP113283,344.1026395833333,-31.566355555555557,2015.5,6.48,K4Vp   ,7.63,0.33,-0.16,HIP113283
HIP113357,344.36808124999993,20.769015277777775,2015.5,5.45,G5V    ,15.3,0.21,0.06,HIP113357
HIP113368,344.41513958333326,-29.6233,2015.5,1.17,A3V    ,7.68,0.33,-0.16,HIP113368
HIP113409,344.5265194444444,-13.644722916666666,2015.5,10.1,K2V:   ,27.0,0.04,-0.33,HIP113409
HIP113421,344.5645159722221,-2.3954125,2015.5,6.17,G8IV   ,19.7,-0.01,-0.02,HIP113421
HIP113576,345.0610208333333,-22.5237625,2015.5,7.88,K5/M0V ,8.14,-0.9,0.06,HIP113576
HIP113638,345.2195284722222,-52.75395625,2015.5,4.11,G8III  ,34.4,-0.07,-0.01,HIP113638
HIP113697,345.40817361111107,-44.98826597222222,2015.5,8.93,K5V    ,25.7,0.1,0.01,HIP113697
HIP113718,345.4672777777777,-3.8500256944444446,2015.5,7.48,K4V    ,16.9,0.4,-0.21,HIP113718
HIP113829,345.770025,20.91813125,2015.5,6.65,G5V    ,24.2,-0.12,-0.03,HIP113829
HIP113860,345.8746381944444,-34.74862777777778,2015.5,5.12,A9V    ,28.5,0.07,0.08,HIP113860
HIP113944,346.1278541666666,66.76362777777778,2015.5,9.86,M1V:   ,20.0,0.3,-0.08,HIP113944
HIP113963,346.1908208333333,15.204730555555555,2015.5,2.49,B9.5III,42.8,0.06,-0.04,HIP113963
GJ887,346.5122701388888,-35.843818750000004,2015.5,7.34,M1.0V  ,3.27,6.77,1.33,GJ887
HIP114156,346.7805937499999,-23.16112847222222,2015.5,9.62,K5V    ,21.1,0.15,-0.25,HIP114156
HIP114189,346.8703243055555,21.13382986111111,2015.5,5.97,A5V    ,39.9,0.11,-0.05,HIP114189
HIP114233,347.032467361111,3.3305729166666667,2015.5,10.9,M1V:   ,15.6,0.49,0.25,HIP114233
HIP114361,347.4186777777777,-67.73425972222223,2015.5,8.29,K5V    ,15.0,-0.32,-0.22,HIP114361
HIP114379,347.4901770833332,47.95840069444445,2015.5,7.91,K0Ve   ,25.2,0.15,0.01,HIP114379
HIP114411,347.57026666666667,-25.93097638888889,2015.5,11.2,---    ,15.6,0.72,0.02,HIP114411
HIP114416,347.5863048611111,-68.83673333333333,2015.5,8.7,K3V    ,20.8,0.07,0.32,HIP114416
HIP114430,347.61198611111104,43.542752083333326,2015.5,5.91,F5IV   ,28.2,-0.2,-0.21,HIP114430
HIP114456,347.70814375,45.51026875,2015.5,6.98,K0     ,23.4,-0.09,-0.29,HIP114456
HIP114570,348.1381062499999,49.40678472222222,2015.5,4.53,F0V    ,24.4,0.09,0.1,HIP114570
HIP114622,348.3347770833333,57.17028680555555,2015.5,5.57,K3Vvar ,6.52,2.07,0.29,HIP114622
HIP114622,348.3347770833333,57.17028680555555,2015.5,5.57,K3Vvar ,6.52,2.07,0.29,HIP114622
HIP114886,349.0782583333333,30.670606250000002,2015.5,8.07,K2V    ,24.1,0.36,0.09,HIP114886
HIP114924,349.17699097222214,53.211716666666675,2015.5,5.58,F7V    ,20.2,0.11,-0.24,HIP114924
HIP114948,349.24162916666666,-62.00131319444444,2015.5,5.64,F7V    ,20.5,0.18,-0.03,HIP114948
HIP114971,349.29636944444445,3.2823569444444445,2015.5,3.7,G7III  ,40.1,0.76,0.02,HIP114971
HIP114980,349.3248576388889,-66.94053958333333,2015.5,9.02,K5V    ,27.1,0.35,-0.41,HIP114980
HIP114986,349.33909166666666,-66.92199583333334,2015.5,8.71,K5v... ,27.2,0.36,-0.42,HIP114986
HIP115123,349.7718263888889,-60.520824999999995,2015.5,8.93,K7V    ,19.2,-0.1,-0.04,HIP115123
HIP115142,349.8513472222222,-5.124301388888889,2015.5,5.56,F3IV   ,34.8,0.2,-0.02,HIP115142
HIP115147,349.86218055555554,79.0038048611111,2015.5,7.53,G9V    ,19.7,0.2,0.07,HIP115147
HIP115331,350.40639444444446,44.09925972222222,2015.5,7.36,K1V    ,21.9,0.64,0.22,HIP115331
HIP115341,350.4367638888889,45.17536180555555,2015.5,8.12,K2     ,20.9,0.2,-0.07,HIP115341
HIP115445,350.7734479166666,10.765918055555556,2015.5,7.8,K2V    ,19.4,0.45,0.26,HIP115445
HIP115562,351.12667916666663,57.85228055555556,2015.5,10.0,M2     ,13.1,-0.06,-0.28,HIP115562
HIP115738,351.73393958333327,1.2549493055555556,2015.5,4.95,A0p    ,49.7,0.09,-0.09,HIP115738
HIP116003,352.55792152777775,-20.392247916666665,2015.5,11.0,M2Ve   ,14.7,0.31,-0.21,HIP116003
HIP116085,352.8499770833333,59.16601875,2015.5,6.76,K2V    ,16.8,1.11,0.11,HIP116085
HIP116106,352.8824624999999,-4.088502083333332,2015.5,6.5,F8V    ,26.2,0.18,-0.19,HIP116106
HIP116215,353.2081236111111,-16.847037499999995,2015.5,8.59,K5/M0V ,13.9,0.34,-0.22,HIP116215
HIP116384,353.7535402777777,1.6054798611111112,2015.5,9.59,M0     ,19.3,0.34,0.03,HIP116384
HIP116416,353.8553194444444,31.159225,2015.5,7.9,G5     ,23.4,-0.2,-0.28,HIP116416
HIP116491,354.07537430555556,-48.58825763888889,2015.5,10.0,M0     ,23.7,-0.13,-0.03,HIP116491
HIP116495,354.09640972222223,2.102626388888889,2015.5,5.68,F6Vbwva,30.9,-0.1,0.06,HIP116495
HIP116584,354.3919111111111,46.455226388888896,2015.5,3.81,G8III-I,25.8,0.16,-0.42,HIP116584
HIP116613,354.496175,46.199377083333324,2015.5,6.58,G5     ,23.1,0.36,-0.01,HIP116613
HIP116727,354.83632986111104,77.63309791666666,2015.5,3.21,K1IV   ,13.7,-0.05,0.13,HIP116727
HIP116745,354.9067763888889,-72.72692916666666,2015.5,7.09,K3V    ,11.3,0.14,-0.74,HIP116745
HIP116758,354.9465868055555,-14.22234861111111,2015.5,4.97,A7IV   ,41.0,0.05,-0.06,HIP116758
HIP116763,354.96469305555553,-32.745354166666665,2015.5,7.18,K1V    ,18.6,0.14,-0.3,HIP116763
HIP116771,354.99005972222216,5.623147222222222,2015.5,4.13,F7V    ,13.7,0.38,-0.44,HIP116771
HIP116819,355.1599375,-18.989158333333336,2015.5,7.59,G5V    ,26.2,0.3,-0.04,HIP116819
HIP116838,355.2156486111111,20.3662375,2015.5,8.27,K2     ,25.3,0.22,0.06,HIP116838
GJ905,355.4784555555555,44.16415486111111,2015.5,12.2,M5.5V  ,3.16,0.08,-1.61,GJ905
HIP116936,355.5428868055555,-2.578418055555555,2015.5,10.3,M0     ,23.5,-0.19,-0.26,HIP116936
HIP116971,355.68109027777774,-14.54519375,2015.5,4.49,B9V    ,47.2,0.1,-0.07,HIP116971
HIP117197,356.4586076388889,36.25533680555556,2015.5,9.89,M0     ,19.6,0.35,0.05,HIP117197
HIP117410,357.1086326388889,-12.9870875,2015.5,9.59,K8     ,27.0,0.23,0.02,HIP117410
HIP117452,357.2319236111111,-28.13095138888889,2015.5,4.59,A0V    ,43.9,0.1,-0.1,HIP117452
HIP117463,357.2554041666666,3.181111111111111,2015.5,8.38,G5     ,26.6,0.06,0.0,HIP117463
HIP117473,357.3088194444444,2.3945770833333335,2015.5,8.98,M2V    ,5.96,1.0,-0.97,HIP117473
HIP117542,357.5633631944444,-29.401531944444443,2015.5,7.88,K1V    ,25.2,0.19,0.02,HIP117542
HIP117559,357.6179340277778,30.353122916666667,2015.5,9.35,M0     ,24.8,0.25,0.01,HIP117559
HIP117712,358.10770694444443,75.54471388888888,2015.5,6.36,K3V    ,10.7,0.34,0.04,HIP117712
HIP117779,358.28536180555545,29.018190277777776,2015.5,9.75,---    ,22.4,-0.07,0.02,HIP117779
HIP117795,358.3330388888889,59.94520208333333,2015.5,10.4,K8     ,27.3,0.08,0.03,HIP117795
HIP117815,358.4159805555555,-65.94633819444445,2015.5,6.64,G0V    ,25.8,-0.04,0.09,HIP117815
HIP117828,358.46036666666663,-75.63505972222221,2015.5,9.99,M...   ,10.1,0.24,-0.38,HIP117828
HIP117946,358.8621805555556,22.19204513888889,2015.5,8.77,K0     ,25.4,0.2,-0.15,HIP117946
HIP118008,359.04599791666664,-39.05350208333333,2015.5,8.24,K3V    ,22.0,0.21,-0.19,HIP118008
HIP118121,359.39678888888886,-64.29845972222222,2015.5,5.0,A1V    ,48.7,0.08,-0.06,HIP118121
HIP118162,359.5279965277777,50.449184027777775,2015.5,6.72,G5     ,24.1,-0.05,0.25,HIP118162
HIP118212,359.68576319444435,46.728821527777775,2015.5,9.57,M0     ,17.3,0.67,-0.01,HIP118212
HIP118261,359.80553402777775,-26.048543750000004,2015.5,8.69,K3/K4V ,24.4,-0.23,0.01,HIP118261
HIP118278,359.87176874999994,-20.03633055555556,2015.5,7.47,G8V    ,25.7,0.51,-0.28,HIP118278
HIP118310,359.94876249999993,6.662743750000001,2015.5,8.85,K5     ,25.3,-0.06,-0.17,HIP118310
